country_or_area;year;comm_code;commodity;flow;trade_usd;weight_kg;quantity_name;quantity;category
Afghanistan;2016;010410;Sheep, live;Export;6088;2339;Number of items;51;01_live_animals
Afghanistan;2016;010420;Goats, live;Export;3958;984;Number of items;53;01_live_animals
Afghanistan;2008;010210;Bovine animals, live pure-bred breeding;Import;1026804;272;Number of items;3769;01_live_animals
Albania;2016;010290;Bovine animals, live, except pure-bred breeding;Import;2414533;1114023;Number of items;6853;01_live_animals
Albania;2016;010392;Swine, live except pure-bred breeding > 50 kg;Import;14265937;9484953;Number of items;96040;01_live_animals
Albania;2016;010511;Fowls, live domestic < 185 grams;Import;2671732;254652;Number of items;5629138;01_live_animals
Albania;2016;010511;Fowls, live domestic < 185 grams;Export;87581;5320;Number of items;115180;01_live_animals
Albania;2016;010519;Poultry, live except domestic fowls, < 185 grams;Import;26485;2908;Number of items;64000;01_live_animals
Albania;2016;010591;Fowls, live domestic > 185 grams;Import;2421513;1926850;Number of items;1006990;01_live_animals
Albania;2016;010599;Poultry, live except domestic fowls, > 185 grams;Import;251318;211177;Number of items;205124;01_live_animals
Albania;2016;010600;Animals, live, except farm animals;Export;584025;59521;Number of items;59521;01_live_animals
Albania;2015;010290;Bovine animals, live, except pure-bred breeding;Import;7264642;3519352;Number of items;18641;01_live_animals
Albania;2015;010391;Swine, live except pure-bred breeding < 50 kg;Import;45843;29930;Number of items;795;01_live_animals
Albania;2015;010392;Swine, live except pure-bred breeding > 50 kg;Import;14031292;9439974;Number of items;93222;01_live_animals
Albania;2015;010511;Fowls, live domestic < 185 grams;Import;2357680;264599;Number of items;4995885;01_live_animals
Albania;2015;010519;Poultry, live except domestic fowls, < 185 grams;Import;32327;3843;Number of items;80880;01_live_animals
Albania;2015;010591;Fowls, live domestic > 185 grams;Import;2453360;2133310;Number of items;1169944;01_live_animals
Albania;2015;010599;Poultry, live except domestic fowls, > 185 grams;Import;300813;258566;Number of items;48170912;01_live_animals
Qatar;2005;210320;Tomato ketchup and other tomato sauces;Import;3193501;2875018;Weight in kilograms;2875018;21_miscellaneous_edible_preparations
Qatar;2005;210320;Tomato ketchup and other tomato sauces;Export;3334;6500;Weight in kilograms;6500;21_miscellaneous_edible_preparations
Qatar;2005;210320;Tomato ketchup and other tomato sauces;Re-Export;3334;6500;Weight in kilograms;6500;21_miscellaneous_edible_preparations
Qatar;2005;210330;Mustard flour or meal and prepared mustard;Import;154783;115455;Weight in kilograms;115455;21_miscellaneous_edible_preparations
Qatar;2005;210390;Sauces nes, mixed condiments, mixed seasoning;Import;2925836;1884240;Weight in kilograms;1884240;21_miscellaneous_edible_preparations
Qatar;2005;210390;Sauces nes, mixed condiments, mixed seasoning;Export;160254;117204;Weight in kilograms;117204;21_miscellaneous_edible_preparations
Qatar;2005;210390;Sauces nes, mixed condiments, mixed seasoning;Re-Export;160254;117204;Weight in kilograms;117204;21_miscellaneous_edible_preparations
Qatar;2005;210410;Soups and broths and preparations thereof;Import;2604678;690174;Weight in kilograms;690174;21_miscellaneous_edible_preparations
Qatar;2005;210420;Homogenised composite food preparations;Import;928103;382928;Weight in kilograms;382928;21_miscellaneous_edible_preparations
Qatar;2005;210420;Homogenised composite food preparations;Export;86217;54800;Weight in kilograms;54800;21_miscellaneous_edible_preparations
Qatar;2005;210420;Homogenised composite food preparations;Re-Export;85943;54300;Weight in kilograms;54300;21_miscellaneous_edible_preparations
Qatar;2005;210500;Ice cream and other edible ice;Import;4972297;1840034;Weight in kilograms;1840034;21_miscellaneous_edible_preparations
Qatar;2005;210500;Ice cream and other edible ice;Export;49726;12128;Weight in kilograms;12128;21_miscellaneous_edible_preparations
Qatar;2005;210500;Ice cream and other edible ice;Re-Export;275;50;Weight in kilograms;50;21_miscellaneous_edible_preparations
Qatar;2005;210610;Protein concentrates and textured protein substances;Import;3477328;861783;Weight in kilograms;861783;21_miscellaneous_edible_preparations
Qatar;2005;210610;Protein concentrates and textured protein substances;Export;41683;27274;Weight in kilograms;27274;21_miscellaneous_edible_preparations
Qatar;2005;210610;Protein concentrates and textured protein substances;Re-Export;41683;27274;Weight in kilograms;27274;21_miscellaneous_edible_preparations
Qatar;2005;210690;Food preparations nes;Import;11521180;2737452;Weight in kilograms;2737452;21_miscellaneous_edible_preparations
Qatar;2005;210690;Food preparations nes;Export;175534;97488;Weight in kilograms;97488;21_miscellaneous_edible_preparations
Qatar;2005;210690;Food preparations nes;Re-Export;175534;97488;Weight in kilograms;97488;21_miscellaneous_edible_preparations
Qatar;2004;210110;Coffee extracts, essences, concentrates, preparations;Import;2000307;318531;Weight in kilograms;318531;21_miscellaneous_edible_preparations
Qatar;2004;210110;Coffee extracts, essences, concentrates, preparations;Export;998915;241812;Weight in kilograms;241812;21_miscellaneous_edible_preparations
Qatar;2004;210110;Coffee extracts, essences, concentrates, preparations;Re-Export;685567;87812;Weight in kilograms;87812;21_miscellaneous_edible_preparations
Qatar;2004;210120;Tea and mate extracts, essences and concentrates;Import;75459;24214;Weight in kilograms;24214;21_miscellaneous_edible_preparations
Qatar;2004;210130;Chicory & other coffee substitutes, roasted & product;Import;48076;7891;Weight in kilograms;7891;21_miscellaneous_edible_preparations
Qatar;2004;210210;Yeasts, active;Import;562410;299313;Weight in kilograms;299313;21_miscellaneous_edible_preparations
Qatar;2004;210220;Yeasts, inactive, dead unicellular organisms nes;Import;149997;56666;Weight in kilograms;56666;21_miscellaneous_edible_preparations
Qatar;2004;210220;Yeasts, inactive, dead unicellular organisms nes;Export;361914;146375;Weight in kilograms;146375;21_miscellaneous_edible_preparations
Qatar;2004;210220;Yeasts, inactive, dead unicellular organisms nes;Re-Export;24402;12875;Weight in kilograms;12875;21_miscellaneous_edible_preparations
Qatar;2004;210230;Baking powders, prepared;Import;81894;41749;Weight in kilograms;41749;21_miscellaneous_edible_preparations
Qatar;2004;210230;Baking powders, prepared;Export;78410;96000;Weight in kilograms;96000;21_miscellaneous_edible_preparations
Qatar;2004;210230;Baking powders, prepared;Re-Export;37178;74000;Weight in kilograms;74000;21_miscellaneous_edible_preparations
Qatar;2004;210310;Soya sauce;Import;617255;418957;Weight in kilograms;418957;21_miscellaneous_edible_preparations
Qatar;2004;210310;Soya sauce;Export;6292;1437;Weight in kilograms;1437;21_miscellaneous_edible_preparations
Qatar;2004;210310;Soya sauce;Re-Export;6292;1437;Weight in kilograms;1437;21_miscellaneous_edible_preparations
Qatar;2004;210320;Tomato ketchup and other tomato sauces;Import;1985729;1994159;Weight in kilograms;1994159;21_miscellaneous_edible_preparations
Qatar;2004;210320;Tomato ketchup and other tomato sauces;Export;18254;12784;Weight in kilograms;12784;21_miscellaneous_edible_preparations
Qatar;2004;210320;Tomato ketchup and other tomato sauces;Re-Export;18254;12784;Weight in kilograms;12784;21_miscellaneous_edible_preparations
Qatar;2004;210330;Mustard flour or meal and prepared mustard;Import;16100;16867;Weight in kilograms;16867;21_miscellaneous_edible_preparations
Qatar;2004;210330;Mustard flour or meal and prepared mustard;Export;1444;1472;Weight in kilograms;1472;21_miscellaneous_edible_preparations
Qatar;2004;210330;Mustard flour or meal and prepared mustard;Re-Export;1444;1472;Weight in kilograms;1472;21_miscellaneous_edible_preparations
Qatar;2004;210390;Sauces nes, mixed condiments, mixed seasoning;Import;1113106;929893;Weight in kilograms;929893;21_miscellaneous_edible_preparations
Qatar;2004;210390;Sauces nes, mixed condiments, mixed seasoning;Export;8106;5421;Weight in kilograms;5421;21_miscellaneous_edible_preparations
Qatar;2004;210390;Sauces nes, mixed condiments, mixed seasoning;Re-Export;7821;5125;Weight in kilograms;5125;21_miscellaneous_edible_preparations
Qatar;2004;210410;Soups and broths and preparations thereof;Import;1332678;345403;Weight in kilograms;345403;21_miscellaneous_edible_preparations
Qatar;2004;210410;Soups and broths and preparations thereof;Export;37352;7750;Weight in kilograms;7750;21_miscellaneous_edible_preparations
Qatar;2004;210410;Soups and broths and preparations thereof;Re-Export;37352;7750;Weight in kilograms;7750;21_miscellaneous_edible_preparations
Qatar;2004;210420;Homogenised composite food preparations;Import;705459;303737;Weight in kilograms;303737;21_miscellaneous_edible_preparations
Qatar;2004;210420;Homogenised composite food preparations;Export;4305436;715847;Weight in kilograms;715847;21_miscellaneous_edible_preparations
Qatar;2004;210420;Homogenised composite food preparations;Re-Export;81562;55847;Weight in kilograms;55847;21_miscellaneous_edible_preparations
Qatar;2004;210500;Ice cream and other edible ice;Import;2853391;1312829;Volume in litres;1876033;21_miscellaneous_edible_preparations
Qatar;2004;210690;Food preparations nes;Import;8838815;2511069;Weight in kilograms;2511069;21_miscellaneous_edible_preparations
Qatar;2004;210690;Food preparations nes;Export;399084;157273;Weight in kilograms;157273;21_miscellaneous_edible_preparations
Qatar;2004;210690;Food preparations nes;Re-Export;397988;157176;Weight in kilograms;157176;21_miscellaneous_edible_preparations
Qatar;2003;210110;Coffee extracts, essences, concentrates, preparations;Import;2725905;408039;Weight in kilograms;408039;21_miscellaneous_edible_preparations
Qatar;2003;210120;Tea and mate extracts, essences and concentrates;Import;50526;12195;Weight in kilograms;12195;21_miscellaneous_edible_preparations
Qatar;2003;210130;Chicory & other coffee substitutes, roasted & product;Import;11743;964;Weight in kilograms;964;21_miscellaneous_edible_preparations
Qatar;2003;210210;Yeasts, active;Import;871216;417333;Weight in kilograms;417333;21_miscellaneous_edible_preparations
Qatar;2003;210220;Yeasts, inactive, dead unicellular organisms nes;Import;349705;179212;Weight in kilograms;179212;21_miscellaneous_edible_preparations
Qatar;2003;210220;Yeasts, inactive, dead unicellular organisms nes;Export;7143;4000;Weight in kilograms;4000;21_miscellaneous_edible_preparations
Qatar;2003;210220;Yeasts, inactive, dead unicellular organisms nes;Re-Export;7143;4000;Weight in kilograms;4000;21_miscellaneous_edible_preparations
Qatar;2003;210230;Baking powders, prepared;Import;218676;123453;Weight in kilograms;123453;21_miscellaneous_edible_preparations
Qatar;2003;210310;Soya sauce;Import;933073;637662;Weight in kilograms;637662;21_miscellaneous_edible_preparations
Qatar;2003;210320;Tomato ketchup and other tomato sauces;Import;2160791;2137002;Weight in kilograms;2137002;21_miscellaneous_edible_preparations
Qatar;2003;210320;Tomato ketchup and other tomato sauces;Export;3874;1187;Weight in kilograms;1187;21_miscellaneous_edible_preparations
Qatar;2003;210320;Tomato ketchup and other tomato sauces;Re-Export;3874;1187;Weight in kilograms;1187;21_miscellaneous_edible_preparations
Qatar;2003;210330;Mustard flour or meal and prepared mustard;Import;97482;75157;Weight in kilograms;75157;21_miscellaneous_edible_preparations
Qatar;2003;210330;Mustard flour or meal and prepared mustard;Export;8022;27000;Weight in kilograms;27000;21_miscellaneous_edible_preparations
Qatar;2003;210330;Mustard flour or meal and prepared mustard;Re-Export;8022;27000;Weight in kilograms;27000;21_miscellaneous_edible_preparations
Qatar;2003;210390;Sauces nes, mixed condiments, mixed seasoning;Import;1527380;1194956;Weight in kilograms;1194956;21_miscellaneous_edible_preparations
Qatar;2003;210410;Soups and broths and preparations thereof;Import;2375615;752693;Weight in kilograms;752693;21_miscellaneous_edible_preparations
Qatar;2003;210420;Homogenised composite food preparations;Import;153568;51124;Weight in kilograms;51124;21_miscellaneous_edible_preparations
Qatar;2003;210420;Homogenised composite food preparations;Export;109;10;Weight in kilograms;10;21_miscellaneous_edible_preparations
Qatar;2003;210420;Homogenised composite food preparations;Re-Export;109;10;Weight in kilograms;10;21_miscellaneous_edible_preparations
Qatar;2003;210500;Ice cream and other edible ice;Import;1772289;381560;Volume in litres;545249;21_miscellaneous_edible_preparations
Qatar;2003;210500;Ice cream and other edible ice;Export;5494;1000;Volume in litres;1429;21_miscellaneous_edible_preparations
Qatar;2003;210500;Ice cream and other edible ice;Re-Export;5494;1000;Volume in litres;1429;21_miscellaneous_edible_preparations
Qatar;2003;210690;Food preparations nes;Import;10954802;3541749;Weight in kilograms;3541749;21_miscellaneous_edible_preparations
Qatar;2003;210690;Food preparations nes;Export;1799761;345500;Weight in kilograms;345500;21_miscellaneous_edible_preparations
Qatar;2003;210690;Food preparations nes;Re-Export;1799761;345500;Weight in kilograms;345500;21_miscellaneous_edible_preparations
Qatar;2002;210110;Coffee extracts, essences, concentrates, preparations;Import;1444928;264742;Weight in kilograms;264742;21_miscellaneous_edible_preparations
Qatar;2002;210110;Coffee extracts, essences, concentrates, preparations;Export;230164;26792;Weight in kilograms;26792;21_miscellaneous_edible_preparations
Qatar;2002;210110;Coffee extracts, essences, concentrates, preparations;Re-Export;230164;26792;Weight in kilograms;26792;21_miscellaneous_edible_preparations
Qatar;2002;210120;Tea and mate extracts, essences and concentrates;Import;24285;8588;Weight in kilograms;8588;21_miscellaneous_edible_preparations
Qatar;2002;210210;Yeasts, active;Import;721880;303852;Weight in kilograms;303852;21_miscellaneous_edible_preparations
Qatar;2002;210220;Yeasts, inactive, dead unicellular organisms nes;Import;320250;217943;Weight in kilograms;217943;21_miscellaneous_edible_preparations
Qatar;2002;210230;Baking powders, prepared;Import;27746;35124;Weight in kilograms;35124;21_miscellaneous_edible_preparations
Qatar;2002;210310;Soya sauce;Import;965659;789164;Weight in kilograms;789164;21_miscellaneous_edible_preparations
Qatar;2002;210310;Soya sauce;Export;115;296;Weight in kilograms;296;21_miscellaneous_edible_preparations
Qatar;2002;210310;Soya sauce;Re-Export;115;296;Weight in kilograms;296;21_miscellaneous_edible_preparations
Qatar;2002;210320;Tomato ketchup and other tomato sauces;Import;1606213;1634619;Weight in kilograms;1634619;21_miscellaneous_edible_preparations
Qatar;2002;210320;Tomato ketchup and other tomato sauces;Export;1730;3187;Weight in kilograms;3187;21_miscellaneous_edible_preparations
Qatar;2002;210320;Tomato ketchup and other tomato sauces;Re-Export;1730;3187;Weight in kilograms;3187;21_miscellaneous_edible_preparations
Qatar;2002;210330;Mustard flour or meal and prepared mustard;Import;53626;34708;Weight in kilograms;34708;21_miscellaneous_edible_preparations
Qatar;2002;210390;Sauces nes, mixed condiments, mixed seasoning;Import;1274517;1074250;Weight in kilograms;1074250;21_miscellaneous_edible_preparations
Qatar;2002;210390;Sauces nes, mixed condiments, mixed seasoning;Export;564;3644;Weight in kilograms;3644;21_miscellaneous_edible_preparations
Qatar;2002;210390;Sauces nes, mixed condiments, mixed seasoning;Re-Export;564;3644;Weight in kilograms;3644;21_miscellaneous_edible_preparations
Qatar;2002;210410;Soups and broths and preparations thereof;Import;1813580;606240;Weight in kilograms;606240;21_miscellaneous_edible_preparations
Qatar;2002;210410;Soups and broths and preparations thereof;Export;18739;12687;Weight in kilograms;12687;21_miscellaneous_edible_preparations
Qatar;2002;210410;Soups and broths and preparations thereof;Re-Export;18739;12687;Weight in kilograms;12687;21_miscellaneous_edible_preparations
Qatar;2002;210420;Homogenised composite food preparations;Import;59191;20128;Weight in kilograms;20128;21_miscellaneous_edible_preparations
Qatar;2002;210420;Homogenised composite food preparations;Export;247;296;Weight in kilograms;296;21_miscellaneous_edible_preparations
Qatar;2002;210420;Homogenised composite food preparations;Re-Export;247;296;Weight in kilograms;296;21_miscellaneous_edible_preparations
Qatar;2002;210500;Ice cream and other edible ice;Import;1233714;323109;Volume in litres;461723;21_miscellaneous_edible_preparations
Qatar;2002;210610;Protein concentrates and textured protein substances;Export;984212;882097;Weight in kilograms;882097;21_miscellaneous_edible_preparations
Qatar;2002;210610;Protein concentrates and textured protein substances;Re-Export;982427;881375;Weight in kilograms;881375;21_miscellaneous_edible_preparations
Qatar;2002;210690;Food preparations nes;Import;34831676;10329778;Weight in kilograms;10329778;21_miscellaneous_edible_preparations
Qatar;2002;210690;Food preparations nes;Export;329428;91375;Weight in kilograms;91375;21_miscellaneous_edible_preparations
Qatar;2002;210690;Food preparations nes;Re-Export;329428;91375;Weight in kilograms;91375;21_miscellaneous_edible_preparations
Qatar;2001;210110;Coffee extracts, essences, concentrates, preparations;Import;1378057;232214;Weight in kilograms;232214;21_miscellaneous_edible_preparations
Qatar;2001;210120;Tea and mate extracts, essences and concentrates;Import;57193;24854;Weight in kilograms;24854;21_miscellaneous_edible_preparations
Qatar;2001;210210;Yeasts, active;Import;453590;188221;Weight in kilograms;188221;21_miscellaneous_edible_preparations
Qatar;2001;210220;Yeasts, inactive, dead unicellular organisms nes;Import;484054;364623;Weight in kilograms;364623;21_miscellaneous_edible_preparations
Qatar;2001;210230;Baking powders, prepared;Import;73605;44477;Weight in kilograms;44477;21_miscellaneous_edible_preparations
Qatar;2001;210310;Soya sauce;Import;914357;695121;Weight in kilograms;695121;21_miscellaneous_edible_preparations
Qatar;2001;210320;Tomato ketchup and other tomato sauces;Import;1340661;1445370;Weight in kilograms;1445370;21_miscellaneous_edible_preparations
Qatar;2001;210330;Mustard flour or meal and prepared mustard;Import;36176;28321;Weight in kilograms;28321;21_miscellaneous_edible_preparations
Qatar;2001;210390;Sauces nes, mixed condiments, mixed seasoning;Import;1091100;860786;Weight in kilograms;860786;21_miscellaneous_edible_preparations
Qatar;2001;210410;Soups and broths and preparations thereof;Import;1582974;516557;Weight in kilograms;516557;21_miscellaneous_edible_preparations
Qatar;2001;210420;Homogenised composite food preparations;Import;421245;158944;Weight in kilograms;158944;21_miscellaneous_edible_preparations
Qatar;2001;210500;Ice cream and other edible ice;Import;1066237;329275;Volume in litres;470534;21_miscellaneous_edible_preparations
Qatar;2001;210500;Ice cream and other edible ice;Export;68400;6937;Volume in litres;9913;21_miscellaneous_edible_preparations
Qatar;2001;210690;Food preparations nes;Import;6350088;2035811;Weight in kilograms;2035811;21_miscellaneous_edible_preparations
Qatar;2001;210690;Food preparations nes;Export;5980;3187;Weight in kilograms;3187;21_miscellaneous_edible_preparations
Qatar;2000;210110;Coffee extracts, essences, concentrates, preparations;Import;1176980;212927;Weight in kilograms;212927;21_miscellaneous_edible_preparations
Qatar;2000;210110;Coffee extracts, essences, concentrates, preparations;Export;60541;2875;Weight in kilograms;2875;21_miscellaneous_edible_preparations
Qatar;2000;210110;Coffee extracts, essences, concentrates, preparations;Re-Export;60541;2875;Weight in kilograms;2875;21_miscellaneous_edible_preparations
Qatar;2000;210120;Tea and mate extracts, essences and concentrates;Import;27477;8809;Weight in kilograms;8809;21_miscellaneous_edible_preparations
Qatar;2000;210130;Chicory & other coffee substitutes, roasted & product;Import;2130;2062;Weight in kilograms;2062;21_miscellaneous_edible_preparations
Qatar;2000;210210;Yeasts, active;Import;540551;212385;Weight in kilograms;212385;21_miscellaneous_edible_preparations
Qatar;2000;210220;Yeasts, inactive, dead unicellular organisms nes;Import;436273;310251;Weight in kilograms;310251;21_miscellaneous_edible_preparations
Qatar;2000;210230;Baking powders, prepared;Import;26918;17420;Weight in kilograms;17420;21_miscellaneous_edible_preparations
Qatar;2000;210230;Baking powders, prepared;Export;6349;2750;Weight in kilograms;2750;21_miscellaneous_edible_preparations
Qatar;2000;210230;Baking powders, prepared;Re-Export;6349;2750;Weight in kilograms;2750;21_miscellaneous_edible_preparations
Qatar;2000;210310;Soya sauce;Import;677467;516449;Weight in kilograms;516449;21_miscellaneous_edible_preparations
Qatar;2000;210310;Soya sauce;Export;425;35;Weight in kilograms;35;21_miscellaneous_edible_preparations
Qatar;2000;210310;Soya sauce;Re-Export;425;35;Weight in kilograms;35;21_miscellaneous_edible_preparations
Qatar;2000;210320;Tomato ketchup and other tomato sauces;Import;1263654;1172666;Weight in kilograms;1172666;21_miscellaneous_edible_preparations
Qatar;2000;210320;Tomato ketchup and other tomato sauces;Export;27367;32014;Weight in kilograms;32014;21_miscellaneous_edible_preparations
Qatar;2000;210320;Tomato ketchup and other tomato sauces;Re-Export;27367;32014;Weight in kilograms;32014;21_miscellaneous_edible_preparations
Qatar;2000;210330;Mustard flour or meal and prepared mustard;Import;80666;61187;Weight in kilograms;61187;21_miscellaneous_edible_preparations
Qatar;2000;210390;Sauces nes, mixed condiments, mixed seasoning;Import;1005129;843287;Weight in kilograms;843287;21_miscellaneous_edible_preparations
Qatar;2000;210390;Sauces nes, mixed condiments, mixed seasoning;Export;2870;2125;Weight in kilograms;2125;21_miscellaneous_edible_preparations
Qatar;2000;210390;Sauces nes, mixed condiments, mixed seasoning;Re-Export;2870;2125;Weight in kilograms;2125;21_miscellaneous_edible_preparations
Qatar;2000;210410;Soups and broths and preparations thereof;Import;1327652;367557;Weight in kilograms;367557;21_miscellaneous_edible_preparations
Qatar;2000;210410;Soups and broths and preparations thereof;Export;25612;6375;Weight in kilograms;6375;21_miscellaneous_edible_preparations
Qatar;2000;210410;Soups and broths and preparations thereof;Re-Export;25612;6375;Weight in kilograms;6375;21_miscellaneous_edible_preparations
Qatar;2000;210420;Homogenised composite food preparations;Import;25969;8208;Weight in kilograms;8208;21_miscellaneous_edible_preparations
Qatar;2000;210420;Homogenised composite food preparations;Export;8850;1000;Weight in kilograms;1000;21_miscellaneous_edible_preparations
Qatar;2000;210420;Homogenised composite food preparations;Re-Export;8850;1000;Weight in kilograms;1000;21_miscellaneous_edible_preparations
Qatar;2000;210500;Ice cream and other edible ice;Import;975930;309535;Volume in litres;442326;21_miscellaneous_edible_preparations
Qatar;2000;210690;Food preparations nes;Import;4180418;1214223;Weight in kilograms;1214223;21_miscellaneous_edible_preparations
Qatar;2000;210690;Food preparations nes;Export;98737;54994;Weight in kilograms;54994;21_miscellaneous_edible_preparations
Qatar;2000;210690;Food preparations nes;Re-Export;98737;54994;Weight in kilograms;54994;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210110;Coffee extracts, essences, concentrates, preparations;Import;67939242;6304507;Weight in kilograms;6304507;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210110;Coffee extracts, essences, concentrates, preparations;Export;177767160;28987175;Weight in kilograms;28987175;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210120;Tea and mate extracts, essences and concentrates;Import;15638878;998437;Weight in kilograms;998437;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210120;Tea and mate extracts, essences and concentrates;Export;5773831;1289618;Weight in kilograms;1289618;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210130;Chicory & other coffee substitutes, roasted & product;Import;4930289;3996609;Weight in kilograms;3996609;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210130;Chicory & other coffee substitutes, roasted & product;Export;5925007;1140113;Weight in kilograms;1140113;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210210;Yeasts, active;Import;16108776;7993012;Weight in kilograms;7993012;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210210;Yeasts, active;Export;830148;352108;Weight in kilograms;352108;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210220;Yeasts, inactive, dead unicellular organisms nes;Import;17446163;8107222;Weight in kilograms;8107222;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210220;Yeasts, inactive, dead unicellular organisms nes;Export;5941301;441631;Weight in kilograms;441631;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210230;Baking powders, prepared;Import;1034254;502376;Weight in kilograms;502376;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210230;Baking powders, prepared;Export;30821;8362;Weight in kilograms;8362;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210310;Soya sauce;Import;8714082;6801794;Weight in kilograms;6801794;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210310;Soya sauce;Export;13440052;12408117;Weight in kilograms;12408117;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210320;Tomato ketchup and other tomato sauces;Import;11377291;7908518;Weight in kilograms;7908518;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210320;Tomato ketchup and other tomato sauces;Export;2611041;1613387;Weight in kilograms;1613387;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210330;Mustard flour or meal and prepared mustard;Import;9150980;5381344;Weight in kilograms;5381344;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210330;Mustard flour or meal and prepared mustard;Export;635297;126483;Weight in kilograms;126483;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210390;Sauces nes, mixed condiments, mixed seasoning;Import;178085870;91225392;Weight in kilograms;91225392;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210390;Sauces nes, mixed condiments, mixed seasoning;Export;172920972;59550038;Weight in kilograms;59550038;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210410;Soups and broths and preparations thereof;Import;15262770;3435981;Weight in kilograms;3435981;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210410;Soups and broths and preparations thereof;Export;11182722;2816153;Weight in kilograms;2816153;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210420;Homogenised composite food preparations;Import;1026447;99862;Weight in kilograms;99862;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210420;Homogenised composite food preparations;Export;345446;85908;Weight in kilograms;85908;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210500;Ice cream and other edible ice;Import;29935382;6307630;Weight in kilograms;6307630;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210500;Ice cream and other edible ice;Export;44612449;12756457;Weight in kilograms;12756457;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210610;Protein concentrates and textured protein substances;Import;35529000;19414839;Weight in kilograms;19414839;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210610;Protein concentrates and textured protein substances;Export;7278675;2510392;Weight in kilograms;2510392;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210690;Food preparations nes;Import;1066593629;95599749;Weight in kilograms;95599749;21_miscellaneous_edible_preparations
Rep. of Korea;2016;210690;Food preparations nes;Export;667606204;197161479;Weight in kilograms;197161479;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210110;Coffee extracts, essences, concentrates, preparations;Import;68534226;6099780;Weight in kilograms;6099780;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210110;Coffee extracts, essences, concentrates, preparations;Export;190711512;29408986;Weight in kilograms;29408986;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210120;Tea and mate extracts, essences and concentrates;Import;17443355;1071702;Weight in kilograms;1071702;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210120;Tea and mate extracts, essences and concentrates;Export;5667015;824093;Weight in kilograms;824093;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210130;Chicory & other coffee substitutes, roasted & product;Import;4397116;3572024;Weight in kilograms;3572024;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210130;Chicory & other coffee substitutes, roasted & product;Export;6901874;1335144;Weight in kilograms;1335144;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210210;Yeasts, active;Import;16459451;7914624;Weight in kilograms;7914624;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210210;Yeasts, active;Export;482344;184719;Weight in kilograms;184719;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210220;Yeasts, inactive, dead unicellular organisms nes;Import;14610627;6191546;Weight in kilograms;6191546;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210220;Yeasts, inactive, dead unicellular organisms nes;Export;5763271;626671;Weight in kilograms;626671;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210230;Baking powders, prepared;Import;1062252;475099;Weight in kilograms;475099;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210230;Baking powders, prepared;Export;30368;12123;Weight in kilograms;12123;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210310;Soya sauce;Import;7808615;6519244;Weight in kilograms;6519244;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210310;Soya sauce;Export;13103543;11800399;Weight in kilograms;11800399;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210320;Tomato ketchup and other tomato sauces;Import;11338520;7221794;Weight in kilograms;7221794;21_miscellaneous_edible_preparations
Rep. of Korea;2015;210320;Tomato ketchup and other tomato sauces;Export;2828682;1878044;Weight in kilograms;1878044;21_miscellaneous_edible_preparations
